"Yeah well, sleeping on the sofa don't help does it?","MAX","male"
"Yeah for the lipo.","HEATHER","female"
"Course, you know she nearly didn't marry Beale at all...","ROXY","female"
"Just hear me out. Then I saw her lying there tonight that I realised just how much damage I'd done.","SEAN","male"
"Stop worrying about me love.","IAN","male"
"You scared there's gonna be noone around to clear up after you?","RONNIE","female"
"What do you want from me?","TANYA","female"
"Be my guest.","JACK","male"
"Told her to get lost.","STACEY","female"
"Oi!  What do you think you're doing?","MAX","male"
"Nothing happens now.","STACEY","female"
"Sorry, I hope you don't mind, do you? Just getting myself relaxed.Must be this wine, it's so nice.","CLARE","female"
"Yeah, no problem. I would've come after work, only I'm being taken out to dinner. Can't wait!","CLARE","female"
"He got you in the end then.  He said he would.  I thought you were smarter than that but...    What do I know?","MAX","male"
"Look love, I can handle him alright. And this is really important to me. Don't go mad.","IAN","male"
"Nah.  She's decided she can't live without me, that's the only condition mate.","MAX","male"
"Go ahead.","JACK","male"
"I'm freezing.   Did you get the vol-au-vents?","IAN","male"
"There's nothing wrong.","TANYA","female"
"I could get used to this.","JANE","female"
"What?","GARRY","male"
"I don't care how you do it, just do it.","JACK","male"
"is it because your mum's coming over?","IAN","male"
"Never.","TANYA","female"
"And we wouldn't want anything getting in the way of you having fun, would we?","BRADLEY","male"
"Right then well look.  I've only just fed and changed him so he should be alright.  But there's a bottle made up in the fridge if he does need it.  And um, well, I'll only be a couple of hours.","TANYA","female"
"I need to get round Tanya's, start setting up this party.","JANE","female"
"I know what you're doing. Offering Tanya a shoulder to cry on. Reliable. Mr Nice. You tell her how beautiful she looks yet? Or you saving that one up?","MAX","male"
"Not yet.","SHIRLEY","female"
"You wanna get them waxed anyway.  Get rid of that horrible stubble.  Not that anyone's gonna be running their hands over your veiny pins in a hurry.","STACEY","female"
"Mm, I could do with a general dogsbody. I'm a bit short-handed here.","IAN","male"
"Can't mummy stay a bit longer?","HEATHER","female"
"Steven!Are you going away?","STACEY","female"
"Three years ago.","JANE","female"
"No it's alright, it's cool.","STACEY","female"
"Well it's alright, I thought it was funny.","STACEY","female"
"Smalls. Yeah, you said.","IAN","male"
"But he is good looking, and he's soft inside Shirley.  Really soft.  And vulnerable.  If you think about it, that's why he did what he did.","HEATHER","female"
"No, you have!  Look you stay here, alright! I'll be back.","GARRY","male"
"I knew it! Ron was worried that he was going to snatch her but he's paid her off, hasn't he?","ROXY","female"
"Doesn't leave room for much else, does it?!","IAN","male"
"It's lovely. Really.","TANYA","female"
"Yeah...","TANYA","female"
"But it's the photo shoot tonight. We'll have to get Hazel back.","HEATHER","female"
"Yeah.","GARRY","male"
"What I want?  Yeah cause I always get that don't I.","STACEY","female"
"That don't say anything about cancelling the divorce. I thought you were going to call her.","MAX","male"
"Hey.","MAX","male"
"You know the arrangements - just stick to them, yeah.","TANYA","female"
"Okay.","RONNIE","female"
"It's just temporary, that's all.  You've been amazing.","TANYA","female"
"Jim okay is he?","CLARE","female"
"It's an eyebrow hair Ian. Not The Thing.","JANE","female"
"Yup.","STEVEN","male"
"Yeah, but I don't buy it.","JACK","male"
"I need to see him Rachel, there's things I need him to hear.","STACEY","female"
"There's still the heart to go yet. Get the heart and then you win.","MINTY","male"
"No problem.","IAN","male"
"Whatever I do. It's just never enough, is it?","IAN","male"
"Can you manage by yourself?","HEATHER","female"
"I ain't worried about the bruising.DR","SHIRLEY","female"
"You told me business, made me think it's more -","RONNIE","female"
"Tanya.","BRADLEY","male"
"Were we?","RONNIE","female"
"If you and Selina can't stand to be in the same room, why don't you take Penny away somewhere. On holiday. Kids don't need anything flash, do they. We could go camping, get a caravan -","RONNIE","female"
"Ian?  You've got that look on your face.","JANE","female"
"I don't yell at Peter, do I.  Don't get this grief off of him.","IAN","male"
"I dunno.","MAX","male"
"Don't I?","JACK","male"
"The world's just ended.","HEATHER","female"
"Behind my back.","BRADLEY","male"
"Yeah. We will.","TANYA","female"
"I'm lying... well, takes one to know one, I s'pose.D'you know what? You're right. I don't want you anywhere near me, let alone in my house. You make my skin crawl. But if I didn't let you, it would never stop.","JANE","female"
"Thought you'd be different to this.","SEAN","male"
"It's my job.","BRADLEY","male"
"We made plans. We made plans.  You and me. The girls ...  Why are you doing this to me?  I won't let you do this.  Tan, I won't let you do this.  How would you like it if I told the girls eh?  Told them about last night?","SEAN","male"
"You might have mentioned Phil had bribed you beforehand.  200 notes to keep quiet?  That makes you an accomplice, you muppet.  I give that tape to the police now you two'll be sharing a cell - is that how you want this to go?  Well?Look, you wanted revenge for Kevin, right?","JACK","male"
"Tan -","SEAN","male"
"I'm closing up for the day.","TANYA","female"
"We'll do it once the","JANE","female"
"I've been on the internet all day. I've found this great school for the girls. They're gonna love it, we all will.","SEAN","male"
"Don't talk about her like that!  The one thing I had that was worth something, and you had to trash it.","SEAN","male"
"Papier-mache?","PHIL","male"
"Doesn't mean I want him to come to the cinemas.","STACEY","female"
"Oh it's lovely. I love the decor.","CHRISTIAN","male"
"You know.","TANYA","female"
"Where are you going?","RONNIE","female"
"Cheers Grandma.","BRADLEY","male"
"What, what are you? Tanya's bodyguard?","MAX","male"
"I don't want you slaving over a hot stove.  We've go to start this off right.","MAX","male"
"Are you taking the Mick?","SEAN","male"
"Look whatever it is, it's business.","JACK","male"
"Jane ...","IAN","male"
"I don't like dogs.","SHIRLEY","female"
"But you never shot anyone, did you?","TANYA","female"
"Happy Birthday Tan.You alright Sean?  The girls invited me.  They did tell you didn't they?","MAX","male"
"Hundred quid?  Talent like yours? You should be earning millions.","STEVEN","male"
"Honey, I'm home.","MAX","male"
"---No!  She didn't!  Now stop her staring at me like that. Stacey.Stace... Where are you taking her?DR","SEAN","male"
"Actually Auntie Peg, is it alright if I have a quick shower first.I'll talk to her later, I promise.","RONNIE","female"
"Nah, they're alright.I couldn't wait to see them either.And I wanted to say something to all of ya, because we've got to be straight ain't we.Look what I did was just so wrong. I'm sorry for hurting Mum, I'm sorry for hurting you.I'm going to make it up to ya. I am. 'Cause we're back together now and nothing is going to make us be apart again. Okay. I promise.","MAX","male"
"Oh yeah, yeah yeah yeah. 'Cause you're the moral majority, ain't you Max?ell where are you going?","SEAN","male"
"No guessing what family","CLARE","female"
"Leave it all to me.  It's the least I can do.","IAN","male"
"How Abi nearly suffered a crippling injury because you were so busy opening your little shop.","MAX","male"
"Yeah, but look, the insurance will pay.  They'll cover everything.","RONNIE","female"
"He just kept driving and driving. And for a minute I thought he was... And then, he, he just dumped me in the middle of nowhere; miles away. Pitch black. No money, no phone, no nothing. I just hitched all the way back. Hitched and walked.","ROXY","female"
"Where d'you think Kevin got the cars in the first place?","SHIRLEY","female"
"I ain't seen him today.","STACEY","female"
"I'm the one who got hurt Abi!","TANYA","female"
"What?","TANYA","female"
"]","SHIRLEY","female"
"No one's to blame.","TANYA","female"
"If you want to get paid, yes he does.","IAN","male"
"Well, that's a start, I suppose.","RONNIE","female"
"Typical.  I can't do enough for this family and what I do is never right....","JANE","female"
"There you are Shirley.","HEATHER","female"
"Dad.  What the hell are you doing?","STEVEN","male"
"Yeah, I was. Gus, look I'm sorry. It's just...I'm just getting over someone, a bit wounded, that's all.","CLARE","female"
"I got the vol-au-vents.","IAN","male"
"What he's going to do? Go to the police?  Got enough money to go out tonight now.","STACEY","female"
"Ian Beale.","CHRISTIAN","male"
"Dad said we needed someone.","STEVEN","male"
"Why - am I putting my foot in it?","CHRISTIAN","male"
"Don't beat yourself up.  I mean all's well that ends well.","MAX","male"
"Oh.  Sorry Minty.","HEATHER","female"
"I'm going to need some time.","TANYA","female"
"Thought you might be hungry. Made an extra round.","HEATHER","female"
"She's bound to be a bit sensitive what with everything that's going on.","TANYA","female"
"No, they haven't. People like you have, with no ties to anything. But my kids ... I've got my girls, I've got Oscar...","TANYA","female"
"Stuff Phil - you know what we should do?","ROXY","female"
"That's actually Jack's job.","CLARE","female"
"So what did all those wives see in him then?","CLARE","female"
"You keep saying all the right things Tan, but I just keep getting this feeling ...","MAX","male"
"That's because I've bust a gut to cover for you all day.","CHRISTIAN","male"
"Maybe I should tell him what you're really after.","SEAN","male"
"Just this mate of mine's got a mobile disco. Strobe lighting. Dry ice. The lot. Just need the jeep to pick it up.","CHRISTIAN","male"
"Well if it means that much to you","ROXY","female"
"How you getting on with the filling?","IAN","male"
"What?","STACEY","female"
"Feelings for you? Don't fool yourself.","STACEY","female"
"I was. What? An empty house is an empty house, Max, not an opportunity to... We don't all operate like you, you know.","TANYA","female"
"What made Phil lose it like that?","RONNIE","female"
"Get out.","SHIRLEY","female"
"What are you doing here? Shouldn't you be at home tending to the sick?Mind you, I don't blame ya, she's a right martyr that one. I mean she was only out cold for a couple of seconds.","SHIRLEY","female"
"Tan.  This is crazy.","SEAN","male"
"Fine mate.  Well I'll get that quote to you by the end of the day then, yeah. Yeah it's alright, I got your email. Okay. No worries. Thankyou. Bye bye.","MAX","male"
"Jack helped them.","RONNIE","female"
"Like that's what they're thinking about.","JANE","female"
"Look I broke a few glasses alright. I'll clear it up.","SHIRLEY","female"
"Maybe she won't tell them.","HEATHER","female"
"What?  Well you shouldn't have.","STACEY","female"
"She spent the night at Jack's.","ROXY","female"
"Stay out of it Ronnie.","PHIL","male"
"Quite happy, thanks.","BRADLEY","male"
"I'm never going to Spain. And if you do, then that's it for us. It was just a fantasy. What you, living in the sun with Max's kids and me - did you ever think that was gonna happen? No.  Because he'll hunt us down, alright, it doesn't matter where we go.","TANYA","female"
"Babe, I was just thinking, do you think we should get away.","MAX","male"
"She's sleeping in my room.","RONNIE","female"
"Ben's upset you're not going.","SHIRLEY","female"
"Yeah? Well you'll have to fire me won't ya?","GARRY","male"
"You not thought about opening a window?","JACK","male"
"Is that right?","JACK","male"
"Are you OK?Are you gonna tell me what that was all about?","CHRISTIAN","male"
"Well, I'm sorry.  No offence, but how do I know who you are?  Maybe I should ring Tanya myself.","CLARE","female"
"Put your arm round me.  Quick.","CLARE","female"
"Babes ... get us a glass of water please ...","MAX","male"
"Hi.  How's it going at the Trueman's?","STEVEN","male"
"He went through with it though didn't he - had his picture taken with ya.","SHIRLEY","female"
"I can't take much more of this.  I'm gonna say something.","MINTY","male"
"What?","MINTY","male"
"Still not enough to get me on that cruise.","MINTY","male"
"And you are where?","BRADLEY","male"
"But you get on with her.","HEATHER","female"
"What news?","GARRY","male"
"Well your dad will.","SHIRLEY","female"
"What...?","IAN","male"
"What? What do you want?  Why did you do that in there? Why can't you just let me go?","TANYA","female"
"So did you have a few drinks on the plane?","MINTY","male"
"What's up?","STEVEN","male"
"I'd say ‚collect your cards' but you don't have any, do ya.","JACK","male"
"Nothing, Come on, let's get to work before Phil gets on our backs.","MINTY","male"
"Why?  You letting me have a lie in?","SHIRLEY","female"
"Yeah well you said it. So what did he say then? ‚Sorry Janey Waney'.","CHRISTIAN","male"
"Do you know, if Sean Slater's still in the picture...","MAX","male"
"Still, a bit irresponsible, isn't it? When you've got a child in the house?","IAN","male"
"---You want to know about stuff going on?  Get a hammer, go on, get a hammer and crack open my skull.  You'll soon know all about 'stuff going on'.","SEAN","male"
"You seem a little jumpy, Dad. You know, maybe you should go and lie down.","BRADLEY","male"
"Never thought I'd hear you swear off blokes. I still think you're gorgeous. Even if you did pick a walking beer gut over me.....","STACEY","female"
"No. No.","PHIL","male"
"yeah right, I am jumpy alright. I just want it all back. I want you back.","MAX","male"
"Yeah, if you let them. Bradley, they've mucked up part of your life. You gonna let 'em muck up the rest? You gotta rise above it.Where you go from here. What you take from this, that's up to one person and one person only.  You.","JACK","male"
"A dance, come on let's have a dance?","CLARE","female"
"40 seconds.","STEVEN","male"
"Do you want me to help you look for her?","HEATHER","female"
"I've heard that before.","STACEY","female"
"No. I'm fine. I'm fine. Things have never been clearer.","TANYA","female"
"Oh I'm glad somebody round here's doing some thinking.","IAN","male"
"It beats bacon and eggs.","JANE","female"
"Plumber coming?","CHRISTIAN","male"
"just the three of us for a curry?","PHIL","male"
"It's here somewhere!  I know it is.  I know.","TANYA","female"
"You gonna let him take the kids?","SEAN","male"
"It's just how it's done ‚Iron Mike' Tyson, ‚Baby' Joe Mesi.  Y'know boxers earn their names ‚cause of their reputation or their style. Only Graham wasn't so pretty after doing six rounds with Flash Eric.","PHIL","male"
"Um, you might want to pluck","JANE","female"
"Nice night last night, was it?","ROXY","female"
"Oh come on, Mint...","GARRY","male"
"Oh thank god.I thought you'd gone.","TANYA","female"
"Right now I couldn't give a damn.  Let Max see you.  Go on, let's rub his nose in","TANYA","female"
"And you're grounded.   There's no disco tonight.  D'you hear me?","IAN","male"
"D'you think I'd hurt my own daughter!","IAN","male"
"Yeah, come on sweetheart.","MAX","male"
"I don't know why you're being like this.  I was only trying to be friendly.","CLARE","female"
"I'm only trying to help.","HEATHER","female"
"Hello sweetheart what you doing up?","TANYA","female"
"What?","SEAN","male"
"No-one.Mum. Leave it. Mum.","STACEY","female"
"Well we know that when it comes to money you can't be","PHIL","male"
"I don't know. I feel a bit ... sick ... Tanya ... Oh Tanya please ...","MAX","male"
"Look at me.You gonna let him take your house?","SEAN","male"
"Yeah and I'm gonna get in there before them other vultures do. Look and learn.","GARRY","male"
"Morning.","PHIL","male"
"So, what is this?","STACEY","female"
"Yeah well it's not a contest is it?","JACK","male"
"Yes mum.","ROXY","female"
"Don't fight me.","MAX","male"
"I'm sorry I'm an idiot... I'm Sorry.  .","STACEY","female"
"Yeah.","IAN","male"
"Do you wanna know a secret?","HEATHER","female"
"Never trust prawns. They","ROXY","female"
"We met the solicitor. I signed the document. What more do you want from me,eh?","TANYA","female"
"Yes. Obviously we can use somebody with your... assets.","IAN","male"
"No. Garry might've given up on her. But I haven't.  I'm not letting Hazel spoil our big day.","HEATHER","female"
"Bet I'm more fun.","ROXY","female"
"I'm waiting for someone.","CLARE","female"
"You ain't seen Kevin have ya?You alright?","PHIL","male"
"I mean, if you go out and he's... He'll try and talk to them. I don't want that.","TANYA","female"
"Course she ain't babe. Just gotto keep her warm that's all.","MAX","male"
"Look, I've gotta be somewhere...","CLARE","female"
"What?","SEAN","male"
"Me and the kids had a scrabble tournament last week.","JANE","female"
"Babe, I just want to do what's best, ok.Right who's gonna be the banker?","MAX","male"
"So you not gonna wish me luck?","JACK","male"
"Yeah, how did I know you'd say that.","JACK","male"
"And so's getting that motor done by lunchtime.  So get on with it. Come on, get on with it.","PHIL","male"
"Oi, Rip Van Winkle.","JANE","female"
"Yeah, well that's the another reason I came over.","JACK","male"
"Now you're talking.Tell you what - late lunch on me, at Fargo's.Celebrate you moving in.","JACK","male"
"Hey, get back to bed.  This is meant to be a surprise.","JACK","male"
"Oh yeah..?","MAX","male"
"Yeah. Nothing.","STEVEN","male"
"This is nothing... it's just Bradley leaving, sent me a bit loopy... feel like everything's falling apart...","STACEY","female"
"You gonna let him talk to me like that?","IAN","male"
"Hi.","CLARE","female"
"Bye bye Ronnie.","TANYA","female"
"Yeah. He's not staying at our house either alright. He'll","IAN","male"
"Yeah right And nice to see you an all.","MAX","male"
"When we got back to his, we had words, okay.","RONNIE","female"
"Phil, Phil, can we","BRADLEY","male"
"Don't have a go at me.How much can those stupid cards cost anyway?","TANYA","female"
"But they might be.","IAN","male"
"Well then convince me.","SEAN","male"
"Maybe Christian turned him.","STEVEN","male"
"Yeah...","TANYA","female"
"No thanks.","BRADLEY","male"
"Mornin'.","JACK","male"
"Sorry?","JANE","female"
"Only the truth. She had her chance didn't she. All she's gotta do is look in the mirror. Once her looks go, that'll be it. She'll be on her lonesome.But you son the whole world's out there, isn't it. [","MAX","male"
"They were your rules Tan, they ain't not mine. Let's not forget that. They're your rules. I wanted to put everything right. Begged you for second chance. But you, you wanted your day in court. You wanted a fight.  So this is it.","MAX","male"
"From everything Dot's told me, she sounds a really nasty piece of work.","CLARE","female"
"How d'you work that one out, Einstein. She still took half your money.","STACEY","female"
"So, everyone who's homeless is a junkie?","STEVEN","male"
"You ask me again, I won't only have Pat kick you out of that job, I'll kick you out of that suit an all.  Go on, get out of here.","PHIL","male"
"I had to take the girls back over to MAx.","TANYA","female"
"In my bag.","ROXY","female"
"Thanks.I appreciate this.","IAN","male"
"You're gonna get a raise, you carry on like this.  Bye bye darling.","CLARE","female"
"Right. That's it. I'm gonna go and sort this out.","MINTY","male"
"Yes. Maybe it takes a couple of days eh.","TANYA","female"
"Dunno what your problem is, but if you're hell bent on picking a fight, I'm up for it right now.","SHIRLEY","female"
"Whatever. She'd've been better off spending a bit more time on her vol-au-vents.","IAN","male"
"Sorry?","IAN","male"
"No permanent damage.","SHIRLEY","female"
"Fine. Have it your way. But if you think I'm standing behind that counter, scraping bacon fat, without a word of complaint for the rest of my life. You've got another thing coming mate!","JANE","female"
"Stacey Slater.","STACEY","female"
"Kerplunk!","HEATHER","female"
"Oh right. 'Fit for a Queen'?! I didn't agree to that!","IAN","male"
"","PHIL","male"
"Louise?You're good at catching, aren't you?","PHIL","male"
"You're lying.","STEVEN","male"
"What do you want, Sean?","TANYA","female"
"Yeah, well... Some things best forgotten in't they?","TANYA","female"
"And it's really sweet of you, but that's what I'm saying. Maybe you should stop trying so hard...","STACEY","female"
"Promising you can get Louise's address? What's that all about?","RONNIE","female"
"And she won't know I'm coming ‚til I've got my boot in her lying, cheating -","PHIL","male"
"You wanted something there, did you, Jase?","PHIL","male"
"I didn't know about this.  alright. What d'you think I am?","MAX","male"
"Well it's Edward......He's invited me to this recpetion...","IAN","male"
"Where am I?  What have you done to me?","MAX","male"
"No no, I'm","BRADLEY","male"
"That's alright. You'll be surprised at the assumptions some people make about me. MR","SHIRLEY","female"
"He was there.  When I was in a long tunnel, with no light at the end. When I needed someone to pick up the pieces. Ian was there.","JANE","female"
"Tan -","MAX","male"
"Miss 99p Knickers over here thinks she's the only bird in the club.","ROXY","female"
"I know. I just fancy a quiet night in.","RONNIE","female"
"About time. Chippy's been screaming for change.","IAN","male"
"It's knowing when to stop though. That's the thing.","SHIRLEY","female"
"No I could just do without Roxy in my ear right now.You don't mind, do you?","RONNIE","female"
"Just trust me on this one, Ian.","JANE","female"
"We're gonna win that competition.","MINTY","male"
"No offence.","STEVEN","male"
"Yeah.","JACK","male"
"You don't have to report her.","RONNIE","female"
"I haven't seen one of these in years. I uesd to have one when I was a kid. Pretend I was a secret agent.You're not breaking into the espionage game are you Dot?","JACK","male"
"Lucy-","IAN","male"
"Absolutely no way am I telling him.","JANE","female"
"They're cheddar flavour.They're all gonna think this is stupid.","HEATHER","female"
"It doesn't matter it's in the past.  Forget it.","STACEY","female"
"That's not me---","STACEY","female"
"It's from the solicitors. Says the divorce hearing has been postponed.","TANYA","female"
"No!  You can't!    Not looking like that.","HEATHER","female"
"Is she awake?DR","SEAN","male"
"Party? Looked more like a rave to me.","GARRY","male"
"Wow.  Look at that.  It's more old Paris Hilton than Paris chic, innit.","SEAN","male"
"You're back early.","CLARE","female"
"Well done Keith.   You should leave her alone.","ROXY","female"
"Tanya, let me go, I messed up.","CLARE","female"
"She didn't take anything.DR","SEAN","male"
"He's happy at home.  He's a good boy and I wont have anyone tell me any different.","PHIL","male"
"How do you know that. She's my best friend and she would do anything for anyone.","HEATHER","female"
"Keep an eye on Bobby for me, will you.","IAN","male"
"Nothing at all.","CHRISTIAN","male"
"What do you reckon mate? Do you think your mum means it?","MAX","male"
"Got it. Wedding competition. Twenty grand first prize. There's your money right there.","GARRY","male"
"He wouldn't not tell you.","STACEY","female"
"She's just trying to wind you up.","MINTY","male"
"Kissing again! But for real this time! I think I really like him.","HEATHER","female"
"And this new found awareness means you'll never cheat on her again.  Right?","RONNIE","female"
"What's that gotta do with anything?","BRADLEY","male"
"Don't be ridiculous.  Jane, I've told you before, food goes in the food bin, paper goes in the recycling bin...","IAN","male"
"Don't. Don't say anything you don't mean. I can't-","TANYA","female"
"I'll tell you why because he's wormed his way back in with Tanya and now","STACEY","female"
"Mummy told me.","HEATHER","female"
"I don't want him living in my house.","IAN","male"
"Hello?","CHRISTIAN","male"
"Jane. Jane -","IAN","male"
"The Queen?","JANE","female"
"Fine. You stay here and play Florence Nightingale if you like, I'm going down the pub. There's no helping some people.","SHIRLEY","female"
"Only if you do something for me.","ROXY","female"
"‚S gonna be difficult...","HEATHER","female"
"Yeah.","RONNIE","female"
"Yeah? And what am I gonna tell Edward? I mean he can't have a sit-down dinner in a night club!","IAN","male"
"Cos Sean's in the way?  Then why not go somewhere else?","STEVEN","male"
"I'm only going for Nana anyhow, hardly knew Kevin.","STEVEN","male"
"Luck?","PHIL","male"
"Only reason ‚your Stace' went to that club was to get off","STACEY","female"
"You?","JACK","male"
"Jack, you know, if it WAS kids...","MAX","male"
"I'll make the bed up.","JACK","male"
"What are you having?","JACK","male"
"Don't be silly.   And this time there'll be no interruptions.","CLARE","female"
"Just being thorough, I expect.","SHIRLEY","female"
"...They filmed part of Star Wars in Tunisia...","BRADLEY","male"
"I might not have a stall tomorrow. But don't worry, don't put yourself out on my account. Everyone round here knows. I ain't worth it!","STACEY","female"
"Who d'you think's looking after the kids?me and him, we talked things through. I've asked him if he can stay for a bit longer.He doesn't think you're very happy.","IAN","male"
"Of course.","MINTY","male"
"Look I'll sort it out, go on.","JANE","female"
"No. I was looking for Steven.","IAN","male"
"Really?","IAN","male"
"Jane...","CHRISTIAN","male"
"Did me a favour.   That's a first.","TANYA","female"
"This one ain't doing me much good is it?","STACEY","female"
"I just need to talk to Jack about a work matter, that's all.","RONNIE","female"
"No, I'm not. He kept bringing blokes back to the house.  I don't want a naked stranger in my kitchen.","IAN","male"
"Marie is leaving to have her baby and I want you to make her a cake.","JANE","female"
"We'll see about that, won't we?","SEAN","male"
"That's not till tonight is it?","JACK","male"
"It was emailed this morning. Friend of mine, he staked out the address yesterday afternoon.","JACK","male"
"Not without Hazel it ain't.","PHIL","male"
"Well Max is out, Max is in. Divorce is on, the divorce is off ... I mean what's the story?","JACK","male"
"No it's not.  We're gonna come up with unbeatable theme.  This is war.INTER","HEATHER","female"
"But I was going to be bridesmaid for the first time in my life.","HEATHER","female"
"No.  He will. He'll sign them.","TANYA","female"
"What?","STEVEN","male"
"Thanks.","CLARE","female"
"No look...I didn't realise how much he liked you.  But he really does... Please.  Give him another chance will you?","STACEY","female"
"Thank you.","BRADLEY","male"
"D'you want to go to a party?","STEVEN","male"
"He's really worked on you hasn't he.","TANYA","female"
"Cutting edge, that's me.","TANYA","female"
"It's gotta be the back door innit.","MAX","male"
"Like you said, I've got options.The flat is all yours again. Enjoy.","MAX","male"
"Please, let me go...","TANYA","female"
"If I'm gonna stay around, I need some work. So I was wondering....","CLARE","female"
"Yeah.  As if!","ROXY","female"
"Go on.  Go and get educated.    Properly.  Bye love.","TANYA","female"
"Finally! What kept ya?","JANE","female"
"You sure about that?","PHIL","male"
"Oy!","PHIL","male"
"She's not as tough as everyone thinks.  She needed me and I let her down, and all because of this stupid competition.","HEATHER","female"
"What you think it's easy for me.  Look, knowing I've got you is all that's getting me through this.","TANYA","female"
"So sorry to keep you all waiting. But that is the Bride's prerogative after all!I'm Hazel. Hazel Hobbs. Very pleased to meet you.ﬁJUST GO WITH ITﬂ","HEATHER","female"
"Do you?  Do you really? Or do you think I've done something else?  Something worse?","IAN","male"
"You've got two rooms there, that's one each innit?","TANYA","female"
"Happy now?","IAN","male"
"There something I should know?","JACK","male"
"You're worth ten of her babe.","MINTY","male"
"Make me!","SHIRLEY","female"
"I'm not doing that course.","STACEY","female"
"Mummy's always said.  If men don't like something, they're like grease stains. Stubborn.","HEATHER","female"
"So what sort of club are you exactly, Mr Walters?","JACK","male"
"Come on, we've done our bit. Brought her home. Go and get Minty, he can do the rest. She ain't your responsibility.","SHIRLEY","female"
"Don't think I don't know what was going through your head the other day.","SEAN","male"
"Tanya.  Tell me you didn't sleep with him, please.","SEAN","male"
"I got the idea off this bloke we catered for, his sister runs a fashion course. It seemed perfect for you.","STEVEN","male"
"What does this mean - what does that mean?","JACK","male"
"Shirley's going to love it.","HEATHER","female"
"Yeah, well I couldn't could I?","SEAN","male"
"Thanks Mum.","STACEY","female"
"And if you keep your teeth clenched it all comes out your nose.   Steven, come on.  Lucy, get your coat.","CHRISTIAN","male"
"So I don't like being used.","SEAN","male"
"Yeah. The whole caboodle.","IAN","male"
"Um.  I need to get home.  The girls will be back soon.  So we'll talk tomorrow yeah, I'll call you.  Don't call me, I'll call you. Just make sure no-one sees you. Get out of them clothes. Burn them.","TANYA","female"
"Oh come on - the old coffin-dodger's been keeping us waiting for years.","SHIRLEY","female"
"Me!","IAN","male"
"Ian's worried about signs of aging.","JANE","female"
"Wouldn't hang around here if I were you, Phil'll be back soon.","RONNIE","female"
"So what's it gonna be? Money? Your car?","BRADLEY","male"
"Why? You look good. Could take some pictures if you want.","STACEY","female"
"Oh too right yeah.  You'll be there won't you Chels?","TANYA","female"
"You ain't touched a drop.","MAX","male"
"So promise me you're not gonna say anything?","CHRISTIAN","male"
"No.","TANYA","female"
"Wondering what?","JANE","female"
"Well I knock off in a bit.","HEATHER","female"
"Bride of Frankenstein?","PHIL","male"
"Don't worry.  He can't touch you.","JACK","male"
"Hello. Hello. Hello..","HEATHER","female"
"Here.","SHIRLEY","female"
"Sounds good. You did well there, didn't you?","JACK","male"
"Ain't seen you around for a while.","PHIL","male"
"Are you listening to what I just said? He spiked my drink! I mean surely that's assault or something innit? I dunno, you're the solicitor. You tell me!","TANYA","female"
"Cheers.   She's here, babe  ...","MAX","male"
"How's Granddad?","BRADLEY","male"
"Collecting evidence. For Hazel.","HEATHER","female"
"Where are you?  I've just been in your room, I thought you were still asleep.","ROXY","female"
"Your brother has got a certain flair. But he's got a lot to learn about business, which is why I'm perfectly positioned to be his mentor.Hiya.","IAN","male"
"Yes, now go to school.","IAN","male"
"If he gets in contact I'll pass it on.  Now if you can excuse me, I think I'm gonna puke.","SHIRLEY","female"
"Ronnie don't. Please. Alrigh.  Not with him.","ROXY","female"
"Steven?","IAN","male"
"I had hoped it would do the trick.","GARRY","male"
"What right ... what right have you got to come in here and criticize me?  After everything you did to me and my","TANYA","female"
"Don't you think you should have a quiet night in, you know, get to bed early.","HEATHER","female"
"What's wrong? You can","HEATHER","female"
"How do fishfingers sound?","TANYA","female"
"Ahh, you're so sweet.  Wish I had a boss like you. So... would you like me to show you my Bird of Paradise?‚BIRD OF PARADISE' FOLDED NAPKIN FROM THE COFFEE TABLE 1384]]Or I suppose we should wait for Jane?","CLARE","female"
"Yeah,rocking mum.","STACEY","female"
"As long as it makes you happy I'll back you100 per cent. Alright?","PHIL","male"
"No!","HEATHER","female"
"He stayed at her place last night.","GARRY","male"
"What?","JANE","female"
"Work.","MINTY","male"
"You know perfectly well that Christian and I don't get on.  You've heard all the stories.  What's the big surprise?","JANE","female"
"He's a grown up.","IAN","male"
"What you saying?","JACK","male"
"Yes, Peggy.","ROXY","female"
"Babe just tell me will you...just tell me what's wrong.","MAX","male"
"Yeah.  What you're accusing me?  Since when did I ever look at another man eh? I trusted you. I trusted you all the time I was carrying our child, and you was carrying on with her.","TANYA","female"
"First day I saw her, I knew she was the one...She stared in my eyes and she sighed...","MAX","male"
"Yeah, no.","IAN","male"
"Right, who's next?","STEVEN","male"
"Because I've been reading up on it.  And babies, they don't like the stress. You see?","MINTY","male"
"The usual, I suppose. Everyone sitting around wondering what just hit them...","STEVEN","male"
"Gal...Listen mate, I know it's a bit unexpected all this and that.But you know, we just want you to be happy for us mate.","MINTY","male"
"What am I after?","STEVEN","male"
"No you won't.","TANYA","female"
"Is there a finished version?  One with sleeves and proper neckline.","IAN","male"
"Then I'll come with you. Ere, we can get some chips on the way.","HEATHER","female"
"This is all I need.","TANYA","female"
"Says the bloke who  got dressed in the dark this morning. It'll get easier.","STACEY","female"
"Not out here.  Can we go somewhere else?","TANYA","female"
"I do.","STACEY","female"
"Ian!  Will you stop it?","JANE","female"
